xo--x----,2
-ox-x----,2
x--ox----,2
-x-ox----,2
--xox----,2
-o-xx----,2
x---xo---,2
-x--xo---,2
--x-xo---,2
-o--xx---,2
xx----o--,2
xo----x--,2
-o--x-x--,2
---ox-x--,2
----xox--,2
x---x--o-,2
--x-x--o-,2
---xx--o-,2
----xx-o-,2
oxxxoxoo-,-1
----x-xo-,2
oxxooxxo-,-1
---ox--x-,2
----xo-x-,2
xooxxoox-,-1
xoxooxox-,-1
ooxxoxox-,-1
xoooxxox-,-1
oxoxooxx-,-1
ooxxooxx-,-1
xooooxxx-,-1
oxoooxxx-,-1
ooxooxxx-,-1
oxxxxoo-o,-1
xxooxxo-o,-1
x-----x-o,2
--x---x-o,2
---x--x-o,2
oxooxxx-o,-1
oxxxxo-oo,-1
xxoxox-oo,-1
oxxoxx-oo,-1
oxoxx-xoo,-1
-xxxooxoo,-1
ox-xxoxoo,-1
xxo-oxxoo,-1
xx-ooxxoo,-1
x-xooxxoo,-1
-xxooxxoo,-1
-xoxoxxoo,-1
xoo-xxxoo,-1
oxo-xxxoo,-1
ox-oxxxoo,-1
xoxxoo-xo,-1
ooxxxo-xo,-1
xooxox-xo,-1
ooxoxx-xo,-1
xooxx-oxo,-1
ooxxx-oxo,-1
xx-xoooxo,-1
x-xxoooxo,-1
-xxxoooxo,-1
x-xoxooxo,-1
o-xxxooxo,-1
xx-ooxoxo,-1
x-xooxoxo,-1
-xxooxoxo,-1
xoo-xxoxo,-1
oox-xxoxo,-1
x-ooxxoxo,-1
xox-ooxxo,-1
-oxxooxxo,-1
oo-xxoxxo,-1
xoo-oxxxo,-1
-ooxoxxxo,-1
oo-oxxxxo,-1
o-ooxxxxo,-1
-o--x---x,2
---ox---x,2
----xo--x,2
x-----o-x,2
--x---o-x,2
oxoxxoo-x,-1
-----xo-x,2
o-----x-x,2
-o----x-x,2
--o---x-x,2
oxoxoox-x,-1
ooxxoox-x,-1
oxooxox-x,-1
xooooxx-x,-1
oxoooxx-x,-1
----x--ox,2
xxoxoo-ox,-1
oxxxo-oox,-1
oxoxx-oox,-1
ooxxx-oox,-1
xx-xoooox,-1
x-xxoooox,-1
-xxxoooox,-1
xx-ooxoox,-1
ox-xoxoox,-1
oxo-xxoox,-1
oxxoo-xox,-1
xxo-ooxox,-1
-xoxooxox,-1
ox-ooxxox,-1
xooxoo-xx,-1
oxoxoo-xx,-1
ooxxoo-xx,-1
xoooox-xx,-1
oxooox-xx,-1
xoxoo-oxx,-1
ooxxo-oxx,-1
o-oxxooxx,-1
-ooxxooxx,-1
xo-ooxoxx,-1
oo-xoxoxx,-1
-oooxxoxx,-1
